DY,MO,HR,solar radiation,module_temp,wind direction,wind speed,power
24,3,8,687.699,54.338,0.57,2.0,310.702
24,3,9,880.883,66.339,0.43,1.2,374.065
24,3,10,1006.172,72.547,1.17,1.1,412.614
24,3,11,1025.131,70.69,1.62,1.5,422.496
24,3,12,988.221,67.192,1.79,1.9,414.792
24,3,13,870.402,62.279,1.91,2.2,375.822
24,3,14,684.909,55.902,2.2,2.4,306.86
24,3,15,450.215,48.926,2.34,2.3,208.889
24,3,16,193.292,40.021,2.25,1.6,83.351
24,3,17,6.442,31.586,1.67,1.1,1.586
24,3,18,0.0,30.1,1.69,1.2,0.0
25,3,6,184.351,31.699,1.61,2.2,81.941
25,3,7,439.809,44.263,1.81,1.7,207.846
25,3,8,680.295,57.836,1.68,1.2,302.32
25,3,9,870.907,71.558,2.71,0.6,360.671
25,3,10,992.144,81.084,3.46,0.3,390.279
25,3,11,1011.173,78.889,3.69,0.6,400.67
25,3,12,971.792,73.785,3.83,1.0,395.308
25,3,13,849.778,66.551,3.87,1.4,359.458
25,3,14,649.536,59.002,3.83,1.5,286.174
25,3,15,416.038,50.805,3.85,1.4,190.507
25,3,16,171.735,40.745,3.83,1.1,74.934
25,3,17,4.318,32.627,2.44,1.0,1.029
25,3,18,0.0,31.5,2.2,0.9,0.0
26,3,6,167.984,32.077,1.81,1.8,76.282
26,3,7,413.475,43.259,1.48,1.7,195.366
26,3,8,646.861,54.619,0.56,1.5,290.551
26,3,9,839.09,65.004,0.92,1.2,357.285
26,3,10,960.257,72.174,2.26,1.0,393.48
26,3,11,977.179,73.443,2.27,1.0,396.804
26,3,12,941.263,71.67,1.88,1.1,386.19
26,3,13,823.113,66.858,1.63,1.2,347.164
26,3,14,634.502,59.966,1.6,1.2,277.916
26,3,15,403.59,51.465,1.76,1.1,183.896
26,3,16,166.955,41.289,1.92,0.9,73.043
26,3,17,4.251,33.336,1.62,0.7,1.017
26,3,18,0.0,32.1,1.41,0.5,0.0
27,3,6,168.592,30.994,2.72,2.6,77.295
27,3,7,404.323,39.922,3.11,2.7,193.471
27,3,8,636.564,49.015,2.16,2.5,292.476
27,3,9,821.657,56.639,1.9,2.2,362.695
27,3,10,938.451,63.11,2.0,1.8,400.453
27,3,11,951.766,65.502,1.57,1.6,400.413
27,3,12,909.995,65.362,1.77,1.5,383.742
27,3,13,795.127,62.571,2.13,1.4,341.153
27,3,14,602.408,56.335,2.22,1.4,267.181
27,3,15,378.982,48.987,2.49,1.2,173.784
27,3,16,149.528,39.725,2.52,0.8,66.351
27,3,17,3.159,32.502,2.0,0.7,0.751
27,3,18,0.0,31.6,2.13,0.8,0.0
28,3,6,126.68,30.601,1.74,1.8,58.535
28,3,7,393.855,42.212,1.4,1.8,186.369
28,3,8,625.139,52.003,0.34,1.9,283.24
28,3,9,809.483,58.991,1.33,2.0,353.371
28,3,10,929.609,62.445,2.46,2.3,397.541
28,3,11,1019.258,63.917,2.85,2.7,433.109
28,3,12,977.986,61.613,3.24,3.1,420.725
28,3,13,857.52,58.131,3.8,3.3,376.809
28,3,14,652.082,52.646,4.21,3.4,295.444
28,3,15,420.167,46.769,4.3,3.2,195.718
28,3,16,175.729,39.492,4.03,2.1,77.034
28,3,17,5.202,32.244,2.38,1.3,1.285
28,3,18,0.0,30.9,1.9,1.2,0.0
29,3,6,188.654,35.01,0.72,0.7,84.03
29,3,7,437.605,49.116,0.74,0.7,202.31
29,3,8,668.735,60.44,0.2,0.8,293.044
29,3,9,855.967,65.975,0.81,1.2,363.008
29,3,10,977.439,69.0,2.2,1.5,406.419
29,3,11,1006.262,69.327,2.45,1.7,416.722
29,3,12,961.689,66.018,2.57,2.1,405.159
29,3,13,837.004,60.908,2.77,2.5,362.723
29,3,14,645.95,55.457,2.94,2.5,288.812
29,3,15,418.111,49.072,3.09,2.2,192.657
29,3,16,175.851,40.645,3.05,1.5,76.765
29,3,17,5.263,33.052,2.02,1.1,1.28
29,3,18,0.0,31.7,1.61,1.3,0.0
30,3,6,33.181,29.401,0.54,2.2,14.956
30,3,7,321.561,40.209,0.25,2.1,152.181
30,3,8,424.746,45.859,0.96,1.8,194.512
30,3,9,440.549,46.233,2.06,2.4,199.166
30,3,10,687.967,50.936,2.88,3.4,306.701
30,3,11,422.69,44.922,3.48,4.0,190.422
30,3,12,244.805,40.691,3.79,4.6,110.572
30,3,13,173.878,38.095,3.89,5.1,78.776
30,3,14,82.788,35.078,3.79,5.4,37.127
30,3,15,21.812,32.56,3.7,5.5,9.392
30,3,16,7.57,30.631,3.51,5.1,3.131
30,3,17,1.889,28.931,2.17,4.4,0.469
30,3,18,0.0,27.7,1.66,3.8,0.0
31,3,6,190.04,32.016,1.19,1.8,86.628
31,3,7,392.618,41.329,1.93,1.7,186.704
31,3,8,674.941,51.255,2.89,2.0,307.658
31,3,9,824.093,56.374,4.78,2.3,363.824
31,3,10,976.3,61.895,6.17,2.3,418.927
31,3,11,1008.007,63.622,7.05,2.3,428.222
31,3,12,963.142,63.439,7.55,2.2,410.335
31,3,13,840.288,60.596,7.73,2.1,364.597
31,3,14,653.3,54.624,7.66,2.2,293.253
31,3,15,420.967,47.676,7.28,2.1,195.119
31,3,16,179.906,39.571,6.61,1.5,79.021
31,3,17,5.926,32.079,4.47,1.0,1.51
31,3,18,0.0,31.1,3.12,0.9,0.0
1,4,6,176.007,32.89,2.55,2.6,80.944
1,4,7,414.654,42.475,3.63,2.7,196.24
1,4,8,648.303,50.816,3.71,3.2,295.203
1,4,9,832.345,56.501,5.09,3.6,367.183
1,4,10,955.349,60.493,5.36,3.6,411.921
1,4,11,991.658,62.384,5.1,3.5,423.252
1,4,12,953.884,62.439,5.09,3.3,407.958
1,4,13,825.989,59.922,5.08,3.1,359.111
1,4,14,626.324,54.894,4.95,3.0,280.015
1,4,15,395.457,49.045,4.82,2.4,181.46
1,4,16,163.363,40.783,4.51,1.5,72.314
1,4,17,5.921,33.271,2.62,1.2,1.51
1,4,18,0.0,32.4,2.21,1.2,0.0
2,4,6,205.57,32.587,1.95,2.5,92.958
2,4,7,458.445,44.783,2.36,2.0,216.17
2,4,8,700.95,57.638,2.01,1.6,311.135
2,4,9,892.099,66.467,2.82,1.5,377.51
2,4,10,1012.047,69.381,4.18,1.8,419.978
2,4,11,1041.709,67.922,4.57,2.3,434.155
2,4,12,998.776,65.217,4.69,2.7,422.368
2,4,13,874.971,61.254,4.61,2.9,378.948
2,4,14,683.844,55.595,4.5,3.1,306.22
2,4,15,444.224,49.712,4.5,2.6,204.529
2,4,16,192.011,40.868,4.38,1.7,82.97
2,4,17,12.11,32.344,3.1,1.3,3.303
2,4,18,0.0,30.9,2.41,1.4,0.0
3,4,6,211.194,34.085,2.82,1.2,94.211
3,4,7,472.318,48.411,3.53,0.9,219.643
3,4,8,711.549,62.044,2.98,0.8,309.967
3,4,9,901.72,68.522,2.84,1.2,378.215
3,4,10,1010.903,71.354,0.88,1.5,415.877
3,4,11,1038.001,70.925,1.29,1.8,426.614
3,4,12,992.296,68.166,2.01,2.1,413.974
3,4,13,862.762,63.611,2.4,2.3,369.499
3,4,14,660.018,57.333,2.81,2.4,292.691
3,4,15,424.137,50.698,3.11,2.0,193.854
3,4,16,176.771,41.629,3.23,1.3,76.765
3,4,17,9.148,33.783,2.55,1.0,2.51
3,4,18,0.0,32.8,2.11,1.0,0.0
4,4,6,190.018,34.221,0.17,0.9,86.397
4,4,7,432.986,44.932,0.8,1.5,203.217
4,4,8,662.951,53.836,1.73,2.1,298.272
4,4,9,852.51,61.132,3.22,2.3,368.785
4,4,10,965.324,65.417,4.46,2.4,407.386
4,4,11,993.623,67.632,4.73,2.3,414.175
4,4,12,951.005,66.914,4.75,2.3,398.59
4,4,13,828.902,64.032,4.68,2.2,353.929
4,4,14,640.305,58.711,4.58,2.1,281.984
4,4,15,410.281,52.053,4.76,1.7,186.098
4,4,16,168.824,43.198,5.11,1.0,73.095
4,4,17,7.921,35.751,3.81,0.8,2.003
4,4,18,0.0,34.7,2.51,0.7,0.0
5,4,6,143.373,32.786,2.21,3.1,65.901
5,4,7,434.168,42.207,2.21,3.8,206.234
5,4,8,665.224,49.335,2.01,4.4,305.179
5,4,9,849.563,54.986,2.74,4.5,377.548
5,4,10,960.758,59.139,3.51,4.3,416.979
5,4,11,989.008,61.591,4.03,4.0,423.673
5,4,12,947.889,62.135,4.34,3.7,406.014
5,4,13,814.143,60.061,4.44,3.4,353.687
5,4,14,626.536,56.059,4.31,3.1,278.938
5,4,15,393.883,50.232,4.2,2.6,179.816
5,4,16,168.784,42.518,3.97,1.6,73.315
5,4,17,9.011,35.075,2.98,1.0,2.367
5,4,18,0.0,34.0,2.04,1.0,0.0
6,4,6,195.64,35.715,2.24,1.4,88.536
6,4,7,439.748,44.397,2.4,2.6,206.985
6,4,8,672.83,51.695,1.64,3.4,305.605
6,4,9,860.193,57.984,1.15,3.5,377.436
6,4,10,976.139,63.094,1.36,3.2,416.478
6,4,11,1009.53,66.532,2.18,2.8,423.295
6,4,12,968.902,67.454,2.77,2.5,405.536
6,4,13,843.222,64.572,3.15,2.4,359.542
6,4,14,641.918,58.451,3.24,2.5,283.1
6,4,15,413.066,51.827,3.33,2.2,187.546
6,4,16,171.612,42.914,3.41,1.5,74.125
6,4,17,8.997,35.065,2.6,1.2,2.443
6,4,18,0.0,33.8,2.21,1.3,0.0
7,4,6,95.553,32.354,4.15,2.9,42.472
7,4,7,109.87,36.453,4.95,3.3,50.272
7,4,8,491.817,48.83,4.62,3.1,223.634
7,4,9,870.941,61.577,4.77,2.6,376.383
7,4,10,977.369,67.525,3.87,2.2,408.761
7,4,11,992.34,69.795,2.47,2.0,409.597
7,4,12,946.864,69.951,1.51,1.8,391.375
7,4,13,817.16,65.976,1.52,1.8,345.681
7,4,14,621.58,59.572,1.97,1.8,272.144
7,4,15,394.799,52.242,2.91,1.6,178.358
7,4,16,163.268,43.68,4.12,1.1,71.21
7,4,17,7.826,36.567,5.22,0.7,2.183
7,4,18,0.0,35.6,5.48,0.6,0.0
8,4,6,188.592,33.917,3.96,3.7,85.942
8,4,7,444.003,41.926,4.73,4.7,211.259
8,4,8,631.85,47.717,5.5,5.2,291.217
8,4,9,788.864,52.639,6.37,5.1,353.115
8,4,10,661.533,52.09,6.48,4.9,293.179
8,4,11,773.582,55.314,6.08,4.6,338.312
8,4,12,931.561,59.029,5.48,4.4,404.19
8,4,13,808.837,57.278,4.69,4.1,355.504
8,4,14,621.545,53.363,3.8,3.9,279.67
8,4,15,397.921,48.605,3.07,3.3,182.726
8,4,16,167.649,41.585,2.53,2.1,73.461
8,4,17,8.778,34.466,1.99,1.2,2.569
8,4,18,0.0,33.1,1.21,1.2,0.0
9,4,6,208.162,35.703,0.7,1.4,93.929
9,4,7,345.815,46.407,1.22,0.8,159.54
9,4,8,661.002,61.925,1.78,0.8,286.537
9,4,9,840.819,66.34,2.67,1.4,354.876
9,4,10,952.803,68.62,3.26,1.8,395.946
9,4,11,841.416,64.545,3.42,2.1,354.157
9,4,12,698.984,60.283,3.28,2.3,299.236
9,4,13,817.622,62.502,3.07,2.5,351.22
9,4,14,593.206,55.654,3.04,2.7,263.952
9,4,15,259.588,46.32,2.78,2.7,118.313
9,4,16,133.359,41.266,2.37,1.7,58.173
9,4,17,9.83,35.324,1.7,0.9,2.932
9,4,18,0.0,34.6,0.79,0.6,0.0
10,4,6,225.22,34.774,1.56,2.6,100.838
10,4,7,477.977,45.693,1.83,2.5,224.757
10,4,8,710.19,55.379,1.63,2.6,318.083
10,4,9,891.304,62.691,2.68,2.6,383.395
10,4,10,1001.469,67.289,2.68,2.5,419.451
10,4,11,1031.811,68.749,2.29,2.5,428.206
10,4,12,984.615,67.854,2.15,2.5,411.222
10,4,13,858.028,64.348,2.63,2.5,366.243
10,4,14,665.659,58.864,3.19,2.5,293.419
10,4,15,151.598,44.698,3.15,2.1,68.259
10,4,16,40.571,39.235,2.61,1.3,17.564
10,4,17,2.835,35.492,2.16,1.0,0.817
10,4,18,0.0,33.8,1.88,1.2,0.0
11,4,6,208.029,35.422,1.52,1.9,94.237
11,4,7,445.77,46.315,2.38,2.0,208.138
11,4,8,668.591,55.788,4.47,2.1,298.025
11,4,9,845.203,63.294,5.94,2.0,361.797
11,4,10,954.131,68.962,5.63,1.8,396.009
11,4,11,987.744,72.212,4.69,1.6,403.189
11,4,12,943.129,72.59,3.84,1.4,385.131
11,4,13,820.791,69.327,3.46,1.3,342.126
11,4,14,637.189,61.905,3.46,1.5,276.595
11,4,15,409.054,53.481,3.6,1.6,184.015
11,4,16,162.693,44.009,3.71,1.2,70.062
11,4,17,10.711,36.54,3.61,1.0,3.113
11,4,18,0.0,35.0,2.31,1.1,0.0
12,4,6,211.327,38.986,1.78,0.8,94.422
12,4,7,451.05,49.701,2.25,1.5,207.611
12,4,8,678.323,56.279,2.28,2.5,301.81
12,4,9,855.334,61.072,2.1,2.9,369.923
12,4,10,953.466,63.471,2.13,3.2,405.596
12,4,11,958.621,61.571,2.15,4.0,409.965
12,4,12,908.543,57.409,1.7,5.3,396.464
12,4,13,783.178,52.332,1.3,6.5,351.008
12,4,14,597.106,47.439,1.14,6.8,274.951
12,4,15,387.55,43.29,0.87,5.8,181.617
12,4,16,169.801,38.989,0.27,3.4,75.07
12,4,17,11.612,33.655,0.41,1.2,3.553
12,4,18,0.0,32.5,0.56,0.4,0.0
13,4,6,205.555,37.358,1.73,1.2,93.2
13,4,7,441.689,48.594,2.11,1.6,203.819
13,4,8,663.799,57.71,1.05,1.8,293.047
13,4,9,841.488,65.416,1.68,1.7,356.531
13,4,10,960.276,70.349,2.05,1.7,396.01
13,4,11,1009.735,72.728,2.04,1.7,411.466
13,4,12,966.965,71.252,1.87,1.8,397.724
13,4,13,837.777,66.398,1.85,2.0,354.311
13,4,14,638.068,59.177,1.76,2.3,280.501
13,4,15,410.673,52.144,1.73,2.3,185.828
13,4,16,174.585,44.197,1.87,1.5,74.586
13,4,17,11.779,36.79,1.91,0.9,3.576
13,4,18,0.0,35.6,1.44,0.9,0.0
14,4,6,211.442,39.401,0.82,1.0,94.579
14,4,7,448.661,50.35,0.74,1.4,205.829
14,4,8,677.977,59.464,1.83,1.7,297.437
14,4,9,857.432,65.742,2.51,1.9,363.21
14,4,10,965.726,69.561,2.74,2.0,399.919
14,4,11,991.748,70.528,2.85,2.1,408.079
14,4,12,947.543,70.252,2.77,2.0,391.334
14,4,13,823.236,66.683,2.78,2.0,347.435
14,4,14,628.351,60.996,2.9,1.9,273.753
14,4,15,404.482,53.97,2.91,1.7,181.369
14,4,16,75.042,42.42,2.88,1.0,31.323
14,4,17,11.7,38.435,2.76,0.5,3.57
14,4,18,0.0,37.1,1.83,0.6,0.0
15,4,6,208.71,37.4,0.82,2.6,94.395
15,4,7,444.477,46.354,1.12,3.3,207.15
15,4,8,666.948,53.591,2.25,4.0,299.866
15,4,9,712.444,56.675,3.05,3.9,313.119
15,4,10,957.703,63.542,3.11,3.6,407.29
15,4,11,972.068,65.027,3.14,3.3,409.742
15,4,12,938.619,65.151,3.21,3.0,396.421
15,4,13,748.349,60.718,3.28,2.8,323.179
15,4,14,626.895,56.861,3.37,2.9,278.002
15,4,15,402.644,50.866,3.37,2.7,182.888
15,4,16,8.517,38.746,3.2,1.9,3.393
15,4,17,4.846,35.738,2.79,1.6,1.472
15,4,18,0.0,34.2,1.56,1.9,0.0
16,4,6,205.984,37.14,1.3,2.5,94.078
16,4,7,422.394,45.431,1.54,3.0,196.971
16,4,8,641.566,52.692,1.09,3.4,288.913
16,4,9,832.952,58.665,1.56,3.4,363.458
16,4,10,944.444,62.19,1.63,3.4,403.889
16,4,11,980.3,63.669,1.67,3.4,415.874
16,4,12,917.095,62.073,2.04,3.5,392.116
16,4,13,745.838,58.093,2.5,3.5,325.721
16,4,14,601.383,54.516,2.78,3.4,268.976
16,4,15,389.777,49.514,2.86,2.9,177.737
16,4,16,167.282,42.769,2.79,2.0,72.97
16,4,17,10.698,36.136,2.42,1.2,3.45
16,4,18,0.0,34.7,1.34,1.1,0.0
17,4,6,209.666,36.196,2.28,3.1,95.652
17,4,7,439.458,45.363,3.01,3.1,205.329
17,4,8,656.352,53.335,3.64,3.1,294.948
17,4,9,830.345,59.765,3.92,2.9,360.462
17,4,10,931.818,64.982,3.32,2.5,393.163
17,4,11,937.261,68.117,3.15,2.0,388.591
17,4,12,903.287,70.989,3.57,1.4,370.627
17,4,13,778.1,68.661,4.12,1.1,324.104
17,4,14,586.338,61.915,4.54,1.0,252.935
17,4,15,370.008,53.297,4.93,1.0,165.381
17,4,16,152.181,44.032,5.14,0.8,66.675
17,4,17,7.716,36.672,4.76,0.7,2.356
17,4,18,0.0,34.9,2.68,0.9,0.0
18,4,6,213.97,34.162,2.55,2.9,98.553
18,4,7,354.111,43.248,2.32,1.7,165.348
18,4,8,562.223,57.991,2.38,0.6,246.05
18,4,9,793.561,67.579,3.14,0.8,332.123
18,4,10,816.815,66.858,3.12,1.2,340.54
18,4,11,931.177,70.058,3.21,1.4,382.578
18,4,12,885.618,68.379,3.55,1.5,367.497
18,4,13,768.747,64.756,4.0,1.5,325.894
18,4,14,590.939,57.933,4.42,1.7,259.789
18,4,15,379.953,50.25,4.76,1.9,172.294
18,4,16,27.482,38.464,4.93,1.5,11.734
18,4,17,8.702,35.786,4.75,1.0,2.736
18,4,18,0.0,34.2,2.9,1.1,0.0
19,4,6,107.829,34.426,1.99,0.7,49.742
19,4,7,409.18,47.04,1.94,1.1,189.191
19,4,8,649.263,58.443,0.87,0.9,285.169
19,4,9,825.226,65.912,1.61,1.0,348.504
19,4,10,934.034,68.083,2.92,1.4,388.798
19,4,11,962.491,68.528,3.1,1.6,399.215
19,4,12,913.056,67.426,3.05,1.6,381.331
19,4,13,794.558,64.952,2.99,1.4,337.245
19,4,14,616.159,59.148,2.99,1.3,270.222
19,4,15,395.616,51.017,2.84,1.3,179.167
19,4,16,173.191,42.551,2.68,1.0,75.303
19,4,17,12.416,35.655,2.41,0.6,4.031
19,4,18,0.0,34.4,1.75,0.6,0.0
20,4,6,227.34,35.987,1.46,3.1,103.159
20,4,7,461.557,44.507,1.29,3.2,217.104
20,4,8,683.637,52.513,1.18,2.9,309.005
20,4,9,854.537,59.153,2.29,2.6,372.61
20,4,10,964.722,64.001,2.68,2.4,409.743
20,4,11,1000.572,65.729,3.06,2.4,421.147
20,4,12,947.823,64.935,3.57,2.3,401.148
20,4,13,821.416,61.633,4.05,2.2,354.708
20,4,14,630.748,55.908,4.35,2.2,281.234
20,4,15,410.974,49.281,4.23,2.1,187.956
20,4,16,178.96,42.012,3.95,1.5,76.283
20,4,17,16.121,35.233,3.63,1.0,5.373
20,4,18,0.0,33.6,2.42,0.9,0.0
21,4,6,220.12,36.094,3.98,2.9,99.709
21,4,7,466.36,43.822,4.73,3.5,220.049
21,4,8,670.613,50.171,5.34,3.7,305.856
21,4,9,816.224,54.832,5.66,3.8,361.864
21,4,10,912.499,58.191,4.98,3.8,396.334
21,4,11,960.728,60.085,4.21,3.8,413.7
21,4,12,915.285,59.559,3.86,3.8,395.984
21,4,13,804.305,56.952,3.78,3.9,353.957
21,4,14,629.071,52.91,3.77,3.8,283.942
21,4,15,406.553,47.574,3.65,3.6,187.088
21,4,16,130.01,40.285,3.53,2.5,56.093
21,4,17,15.173,35.058,2.68,1.4,5.133
21,4,18,0.0,33.2,2.08,1.1,0.0
22,4,6,241.291,39.25,4.58,0.6,106.494
22,4,7,488.201,49.991,6.08,1.2,225.149
22,4,8,714.96,57.484,7.81,1.7,317.027
22,4,9,892.17,63.792,6.74,1.8,381.73
22,4,10,1006.906,67.62,5.63,1.9,421.25
22,4,11,1036.71,69.272,5.24,1.9,430.003
22,4,12,989.653,68.234,5.36,1.9,413.467
22,4,13,867.891,65.292,5.67,1.8,369.595
22,4,14,675.127,59.173,5.86,1.8,297.789
22,4,15,438.296,51.777,6.13,1.6,198.753
22,4,16,191.62,43.37,6.56,0.9,79.248
22,4,17,16.821,35.432,6.65,0.5,5.503
22,4,18,0.0,33.2,5.8,0.7,0.0
23,4,6,235.76,35.804,3.85,1.5,106.489
23,4,7,475.158,46.145,4.21,2.0,222.239
23,4,8,643.048,53.725,6.09,2.2,288.517
23,4,9,873.374,63.831,5.98,1.8,373.236
23,4,10,979.742,71.511,5.8,1.3,402.335
23,4,11,1012.757,76.941,5.8,0.9,404.825
23,4,12,968.459,77.58,5.84,0.7,386.853
23,4,13,391.782,55.557,5.78,0.7,171.341
23,4,14,542.393,60.974,5.61,0.7,236.062
23,4,15,430.05,56.254,5.59,0.6,190.982
23,4,16,188.972,44.647,5.58,0.6,77.845
23,4,17,17.611,35.197,5.33,0.9,5.888
23,4,18,0.0,32.4,3.27,1.3,0.0
24,4,6,239.912,35.772,1.47,2.0,107.966
24,4,7,480.48,46.798,1.66,2.0,224.25
24,4,8,699.467,57.068,3.92,1.8,310.261
24,4,9,870.643,66.504,5.98,1.4,367.525
24,4,10,972.057,73.431,6.7,1.1,395.478
24,4,11,1001.183,76.197,6.91,1.0,401.449
24,4,12,956.155,75.022,6.92,1.0,386.299
24,4,13,825.354,69.721,6.87,1.1,343.598
24,4,14,632.329,62.617,6.67,1.1,273.549
24,4,15,403.542,54.187,6.26,1.0,180.235
24,4,16,173.901,44.174,5.73,0.8,73.974
24,4,17,15.775,35.64,5.06,0.9,5.393
24,4,18,0.0,33.3,2.95,1.3,0.0
25,4,6,238.151,38.433,2.59,1.3,106.764
25,4,7,473.737,51.092,3.17,1.2,216.757
25,4,8,699.263,59.502,3.55,1.7,306.7
25,4,9,870.216,63.599,3.9,2.3,372.063
25,4,10,971.07,65.305,3.82,2.8,409.931
25,4,11,993.505,65.173,3.81,3.2,418.941
25,4,12,944.258,64.226,3.81,3.3,400.798
25,4,13,820.711,61.796,3.77,3.2,354.101
25,4,14,633.217,57.762,3.6,3.0,280.065
25,4,15,406.271,52.149,3.3,2.7,183.132
25,4,16,178.052,44.838,2.98,1.8,74.974
25,4,17,16.666,37.444,2.58,1.1,5.727
25,4,18,0.0,35.3,1.52,1.2,0.0
26,4,6,231.443,37.408,1.54,2.2,104.617
26,4,7,461.741,48.359,1.81,2.0,213.386
26,4,8,678.598,60.582,1.17,1.4,295.776
26,4,9,846.041,75.294,1.24,0.5,342.411
26,4,10,948.635,80.899,1.48,0.5,371.963
26,4,11,972.47,76.921,1.92,1.1,388.118
26,4,12,924.927,72.737,2.29,1.5,377.354
26,4,13,803.984,67.39,2.61,1.8,337.951
26,4,14,617.805,60.485,2.84,2.1,269.63
26,4,15,399.204,53.333,2.87,2.2,178.796
26,4,16,173.549,45.757,2.73,1.5,73.203
26,4,17,16.627,38.689,2.51,0.8,5.755
26,4,18,0.0,37.1,1.55,0.9,0.0
27,4,6,229.278,39.508,2.22,2.7,102.882
27,4,7,462.233,49.356,3.06,2.6,212.633
27,4,8,681.95,59.383,3.0,2.2,298.809
27,4,9,854.898,67.978,2.48,1.8,358.015
27,4,10,958.912,72.301,2.58,1.8,391.797
27,4,11,985.99,73.885,3.23,1.8,399.289
27,4,12,939.366,72.263,3.81,1.9,384.142
27,4,13,816.858,67.844,4.16,2.1,342.75
27,4,14,632.159,61.944,4.22,2.2,274.285
27,4,15,407.616,55.061,4.04,2.2,181.262
27,4,16,180.669,47.046,3.86,1.6,75.51
27,4,17,19.121,39.63,3.69,1.1,6.729
27,4,18,0.0,37.4,2.28,1.2,0.0
28,4,6,245.723,39.412,2.56,2.5,109.364
28,4,7,488.145,50.016,3.14,2.6,224.608
28,4,8,712.936,58.711,3.33,2.8,313.899
28,4,9,883.779,64.252,2.56,2.9,376.912
28,4,10,982.135,67.275,2.01,3.0,411.011
28,4,11,1004.321,68.883,2.26,2.9,416.272
28,4,12,956.35,68.35,2.9,2.8,398.314
28,4,13,832.025,65.523,3.43,2.7,353.0
28,4,14,644.253,60.713,3.76,2.6,281.261
28,4,15,417.433,54.611,4.03,2.3,186.096
28,4,16,184.338,46.875,4.32,1.5,76.83
28,4,17,18.904,39.669,4.35,0.8,6.532
28,4,18,0.0,38.0,2.89,0.7,0.0
29,4,6,243.936,38.41,0.85,2.3,109.522
29,4,7,479.087,49.276,0.86,2.3,220.856
29,4,8,700.185,60.683,2.34,1.8,305.326
29,4,9,870.703,70.858,2.97,1.3,360.018
29,4,10,976.225,76.358,3.15,1.2,391.425
29,4,11,1000.98,77.087,3.14,1.3,399.379
29,4,12,951.775,74.384,3.0,1.5,385.53
29,4,13,824.772,69.772,2.94,1.6,343.164
29,4,14,634.934,64.393,2.98,1.4,272.495
29,4,15,409.74,57.979,3.06,0.9,179.763
29,4,16,180.777,48.083,3.15,0.6,75.005
29,4,17,18.097,39.027,3.1,0.9,6.337
29,4,18,0.0,36.1,1.98,1.5,0.0
30,4,6,235.53,37.075,2.95,3.1,106.579
30,4,7,463.194,45.195,3.4,3.6,216.897
30,4,8,678.403,53.45,4.71,3.6,304.977
30,4,9,832.891,60.77,6.37,3.1,359.993
30,4,10,937.666,66.807,6.48,2.6,392.789
30,4,11,952.229,70.526,6.5,2.1,391.372
30,4,12,902.673,71.715,6.48,1.7,369.713
30,4,13,782.391,70.255,6.44,1.3,324.178
30,4,14,605.243,65.502,6.3,1.0,257.82
30,4,15,387.708,56.818,5.99,1.0,170.557
30,4,16,171.273,47.175,5.71,1.0,72.486
30,4,17,17.249,39.43,5.33,1.4,6.08
30,4,18,0.0,37.4,3.25,2.6,0.0
1,5,6,227.834,39.492,0.15,3.8,104.552
1,5,7,458.793,46.614,1.21,4.5,213.405
1,5,8,660.69,52.036,2.18,4.9,298.424
1,5,9,827.69,56.776,1.99,4.9,364.035
1,5,10,930.868,59.683,2.17,5.0,402.503
1,5,11,957.147,61.038,2.98,5.0,410.862
1,5,12,911.781,60.856,3.45,4.9,392.635
1,5,13,793.357,58.957,3.59,4.8,346.37
1,5,14,625.719,55.67,3.77,4.6,279.245
1,5,15,33.214,43.648,4.21,4.2,13.794
1,5,16,8.518,40.904,4.14,2.9,3.353
1,5,17,19.016,38.337,3.32,1.8,6.851
1,5,18,0.0,36.3,1.97,1.7,0.0
2,5,6,240.85,38.466,1.18,3.6,107.628
2,5,7,313.881,43.018,1.57,4.2,144.818
2,5,8,682.2,52.377,1.17,4.5,308.407
2,5,9,848.624,57.68,1.32,4.4,372.382
2,5,10,946.089,61.057,1.78,4.3,407.198
2,5,11,991.342,62.826,2.1,4.3,423.126
2,5,12,939.966,62.601,2.43,4.2,402.501
2,5,13,818.15,60.148,2.74,4.2,356.095
2,5,14,635.713,56.118,3.04,4.2,283.604
2,5,15,414.553,51.152,3.31,3.9,187.511
2,5,16,183.44,44.696,3.56,2.6,75.48
2,5,17,20.126,37.708,3.71,1.5,7.363
2,5,18,0.0,35.5,2.72,1.3,0.0
3,5,6,244.618,37.682,1.65,4.1,109.919
3,5,7,477.145,45.184,0.72,4.4,223.738
3,5,8,690.242,52.462,1.42,4.1,311.918
3,5,9,858.431,58.88,2.59,3.7,374.666
3,5,10,961.599,63.373,3.28,3.4,409.484
3,5,11,989.614,65.228,3.75,3.3,417.325
3,5,12,938.339,64.496,4.1,3.3,397.921
3,5,13,816.075,61.408,4.38,3.4,352.782
3,5,14,632.271,56.689,4.54,3.5,281.025
3,5,15,409.131,51.142,4.57,3.3,184.877
3,5,16,182.292,44.135,4.47,2.2,76.198
3,5,17,20.573,36.948,4.18,1.3,7.439
3,5,18,0.0,35.4,2.71,1.1,0.0
4,5,6,249.373,36.44,1.95,3.6,112.178
4,5,7,487.068,44.403,2.83,4.3,229.434
4,5,8,703.584,51.759,3.2,4.4,319.155
4,5,9,867.649,58.244,3.37,4.1,379.959
4,5,10,969.377,62.986,3.48,3.8,413.711
