DY,MO,HR,solar radiation,module_temp,wind direction,wind speed,power
11,2,6,108.405,16.038,2.68,2.5,45.535
11,2,7,379.661,27.056,2.52,2.5,191.039
11,2,8,628.477,39.861,2.75,1.8,304.38
11,2,9,839.055,52.395,2.16,1.2,382.02
11,2,10,977.648,62.137,2.1,0.8,423.583
11,2,11,1038.203,65.372,1.81,0.8,441.982
11,2,12,1011.036,62.077,1.12,1.1,437.573
11,2,13,894.677,57.357,0.31,1.2,397.875
11,2,14,704.63,49.309,0.69,1.4,327.41
11,2,15,458.063,40.605,1.21,1.1,222.076
11,2,16,181.523,29.002,1.52,0.7,81.204
11,2,17,0.0,0.0,1.64,0.6,0.0
11,2,18,0.0,20.1,2.19,0.5,0.0
12,2,6,114.634,17.532,2.13,1.9,47.821
12,2,7,393.068,29.793,1.95,1.8,195.871
12,2,8,652.923,43.468,2.41,1.4,312.126
12,2,9,859.682,56.172,1.89,1.0,385.542
12,2,10,990.188,64.414,1.43,0.8,424.996
12,2,11,1040.895,67.379,1.17,0.8,439.357
12,2,12,1007.813,64.853,1.09,1.0,431.069
12,2,13,896.424,60.165,0.97,1.1,393.863
12,2,14,696.744,52.239,0.76,1.2,319.705
12,2,15,451.757,43.403,0.53,0.9,216.444
12,2,16,179.534,31.722,0.36,0.5,79.487
12,2,17,0.0,0.0,0.55,0.3,0.0
12,2,18,0.0,23.1,1.12,0.2,0.0
13,2,6,102.775,18.788,2.57,1.8,43.387
13,2,7,369.501,30.632,2.96,1.7,183.262
13,2,8,625.738,45.058,2.73,1.2,296.708
13,2,9,829.32,56.687,2.98,1.0,370.784
13,2,10,960.109,62.123,3.22,1.1,415.951
13,2,11,999.653,62.935,2.65,1.3,430.042
13,2,12,969.256,61.014,2.06,1.5,421.258
13,2,13,862.398,57.099,1.93,1.6,383.581
13,2,14,678.262,51.461,1.94,1.5,311.904
13,2,15,438.194,43.997,1.68,1.0,209.108
13,2,16,171.653,33.02,1.4,0.5,75.863
13,2,17,0.0,0.0,1.22,0.6,0.0
13,2,18,0.0,24.0,2.09,0.8,0.0
14,2,6,106.313,21.871,2.08,0.3,44.425
14,2,7,373.704,37.436,2.44,0.2,180.391
14,2,8,628.96,51.87,2.15,0.3,289.721
14,2,9,832.826,61.342,2.41,0.6,364.702
14,2,10,964.884,65.919,3.04,0.9,410.873
14,2,11,1009.042,68.495,3.29,0.9,423.267
14,2,12,977.469,67.862,3.21,0.9,411.907
14,2,13,865.141,63.724,3.16,0.9,373.581
14,2,14,671.75,58.226,3.23,0.6,299.707
14,2,15,429.962,48.149,3.17,0.4,201.366
14,2,16,168.166,34.892,2.96,0.4,74.034
14,2,17,0.0,0.0,1.94,0.6,0.0
14,2,18,0.0,25.1,2.42,0.9,0.0
15,2,6,97.119,20.971,1.62,1.3,41.407
15,2,7,351.21,32.612,1.94,1.4,172.606
15,2,8,603.096,44.087,2.1,1.6,286.477
15,2,9,808.042,52.889,0.93,1.8,366.568
15,2,10,930.217,59.028,0.36,1.7,407.903
15,2,11,962.937,60.475,1.43,1.8,418.035
15,2,12,930.737,59.473,2.02,1.9,406.492
15,2,13,818.732,56.778,2.38,1.8,363.836
15,2,14,631.225,52.9,2.6,1.3,287.511
15,2,15,398.046,45.923,2.77,0.7,187.406
15,2,16,145.55,34.413,2.94,0.5,64.681
15,2,17,0.0,0.0,2.16,0.8,0.0
15,2,18,0.0,24.8,2.6,1.1,0.0
16,2,6,9.887,19.34,2.97,2.7,4.093
16,2,7,12.311,21.616,3.95,2.5,5.484
16,2,8,32.269,25.209,3.36,2.0,14.631
16,2,9,85.528,29.473,2.78,1.5,39.37
16,2,10,374.202,39.986,1.87,1.5,173.399
16,2,11,682.602,49.982,0.9,1.6,308.162
16,2,12,892.144,55.147,1.32,1.9,396.283
16,2,13,796.096,50.979,2.23,2.2,362.001
16,2,14,620.006,45.015,2.79,2.4,291.367
16,2,15,382.552,38.703,3.1,1.8,185.081
16,2,16,140.323,29.986,3.19,1.1,64.148
16,2,17,0.0,0.0,2.19,1.0,0.0
16,2,18,0.0,23.1,2.37,1.1,0.0
17,2,6,78.753,20.3,2.48,2.4,34.645
17,2,7,326.065,30.543,2.27,2.1,161.211
17,2,8,339.068,33.704,2.04,2.2,164.541
17,2,9,749.652,44.398,0.72,2.9,351.323
17,2,10,930.612,47.419,1.84,3.7,428.179
17,2,11,979.734,47.633,2.6,4.3,448.897
17,2,12,956.753,46.736,3.15,4.7,440.848
17,2,13,844.463,44.61,3.7,4.7,394.962
17,2,14,655.094,40.972,4.11,4.4,313.713
17,2,15,424.003,36.24,4.29,3.1,208.279
17,2,16,168.052,27.863,3.94,1.8,76.774
17,2,17,0.0,0.0,2.25,1.5,0.0
17,2,18,0.0,19.8,1.84,1.5,0.0
18,2,6,121.997,18.829,2.11,1.8,51.904
18,2,7,395.293,32.236,2.12,1.3,195.301
18,2,8,649.572,46.876,2.4,1.0,305.615
18,2,9,851.043,53.657,1.42,1.5,385.164
18,2,10,984.627,55.728,0.05,2.1,438.297
18,2,11,1035.073,56.002,1.46,2.5,458.762
18,2,12,1001.282,55.182,2.25,2.6,446.13
18,2,13,885.167,52.29,2.61,2.6,401.816
18,2,14,700.395,47.403,2.7,2.5,327.594
18,2,15,455.409,40.776,3.02,1.8,220.474
18,2,16,183.284,31.061,2.96,1.0,81.989
18,2,17,0.0,0.0,1.78,0.8,0.0
18,2,18,0.0,23.3,1.56,0.6,0.0
19,2,6,112.708,22.465,2.13,1.3,48.059
19,2,7,379.462,34.087,2.16,1.6,185.903
19,2,8,634.375,45.431,1.95,1.7,299.896
19,2,9,838.504,56.763,1.33,1.4,374.176
19,2,10,976.999,67.351,1.12,0.9,412.938
19,2,11,1032.685,72.508,0.94,0.7,424.978
19,2,12,1000.865,68.887,1.57,1.0,419.542
19,2,13,882.499,62.432,2.1,1.3,383.221
19,2,14,696.14,55.225,2.38,1.4,314.816
19,2,15,452.4,46.504,2.59,1.1,213.71
19,2,16,181.247,34.358,2.59,0.9,80.111
19,2,17,0.0,0.0,1.8,1.1,0.0
19,2,18,0.0,25.3,1.95,1.0,0.0
20,2,6,109.855,23.183,1.82,1.3,47.02
20,2,7,369.951,35.2,1.91,1.3,180.33
20,2,8,625.498,50.641,2.22,0.7,289.097
20,2,9,831.424,63.923,2.34,0.5,359.302
20,2,10,958.681,70.427,3.18,0.6,399.387
20,2,11,1007.164,70.316,3.82,0.9,418.503
20,2,12,977.088,67.883,4.31,1.1,411.251
20,2,13,869.725,62.704,4.62,1.3,376.899
20,2,14,683.427,55.511,4.74,1.4,308.412
20,2,15,443.538,47.193,4.86,1.1,208.671
20,2,16,178.034,36.387,4.41,0.6,78.168
20,2,17,0.0,0.0,2.23,0.6,0.0
20,2,18,0.0,27.2,1.67,0.7,0.0
21,2,6,115.747,23.962,2.43,2.3,49.063
21,2,7,378.639,34.516,2.93,2.4,185.246
21,2,8,631.999,45.576,3.08,2.3,298.474
21,2,9,831.472,55.188,2.81,2.0,373.446
21,2,10,961.574,62.273,4.11,1.7,415.672
21,2,11,1010.565,65.989,4.79,1.5,428.28
21,2,12,979.079,64.736,4.98,1.6,418.011
21,2,13,863.729,60.556,4.97,1.7,377.795
21,2,14,664.743,54.119,4.81,1.7,301.396
21,2,15,425.951,46.922,4.58,1.2,200.228
21,2,16,171.344,37.04,4.2,0.6,75.364
21,2,17,0.0,0.0,2.37,0.5,0.0
21,2,18,0.0,28.5,2.18,0.4,0.0
22,2,6,105.321,26.298,2.52,0.8,44.892
22,2,7,361.102,38.515,2.82,1.0,173.526
22,2,8,610.39,47.897,3.23,1.7,284.879
22,2,9,810.887,53.981,3.62,2.4,365.517
22,2,10,933.876,57.256,4.66,2.8,412.043
22,2,11,966.189,58.132,5.3,3.0,423.202
22,2,12,941.804,57.15,5.41,3.2,414.966
22,2,13,834.952,54.652,5.41,3.2,374.058
22,2,14,654.96,50.504,5.38,3.0,301.262
22,2,15,421.827,45.167,5.42,2.0,199.549
22,2,16,168.342,36.121,5.14,1.1,74.498
22,2,17,0.0,0.0,3.09,0.9,0.0
22,2,18,0.0,28.6,2.91,0.9,0.0
23,2,6,99.865,26.675,2.83,1.2,43.325
23,2,7,342.563,38.655,3.31,1.1,164.226
23,2,8,593.123,49.063,2.82,1.6,274.971
23,2,9,796.587,54.119,2.3,2.5,358.471
23,2,10,917.903,55.811,0.72,3.2,407.135
23,2,11,944.584,55.386,1.71,3.7,418.225
23,2,12,923.683,54.058,2.59,4.1,412.128
23,2,13,819.835,51.278,2.96,4.3,372.291
23,2,14,636.715,47.154,3.11,4.2,296.587
23,2,15,410.229,42.26,3.17,3.2,196.043
23,2,16,159.993,34.246,3.18,1.9,71.659
23,2,17,0.0,0.0,2.21,1.5,0.0
23,2,18,0.0,26.3,2.48,1.5,0.0
24,2,6,108.966,25.024,3.28,2.1,47.176
24,2,7,366.501,36.712,4.62,1.8,177.536
24,2,8,559.869,48.029,4.64,1.4,260.276
24,2,9,815.802,60.082,4.56,1.2,357.958
24,2,10,941.185,65.006,3.88,1.3,401.108
24,2,11,973.305,66.199,3.04,1.4,411.174
24,2,12,889.977,62.667,2.05,1.6,382.181
24,2,13,818.636,58.387,1.22,2.0,360.469
24,2,14,623.286,51.205,1.18,2.3,284.981
24,2,15,387.232,44.339,1.41,1.8,182.839
24,2,16,146.516,35.104,1.69,1.1,65.908
24,2,17,0.0,0.0,1.6,1.1,0.0
24,2,18,0.0,27.6,2.44,1.1,0.0
25,2,6,83.239,25.009,3.68,2.2,36.7
25,2,7,315.231,35.297,4.72,1.7,152.826
25,2,8,519.237,45.631,4.9,1.5,242.879
25,2,9,773.311,53.919,4.36,2.0,347.778
25,2,10,893.062,56.344,3.34,2.5,394.743
25,2,11,926.364,56.352,2.63,2.9,407.935
25,2,12,664.585,49.77,1.8,3.1,299.345
25,2,13,783.875,51.889,0.89,3.3,354.049
25,2,14,596.833,47.145,0.47,3.3,276.886
25,2,15,375.08,41.927,0.84,2.4,178.247
25,2,16,134.781,33.7,1.59,1.5,61.408
25,2,17,0.944,27.927,1.78,1.3,0.0
25,2,18,0.0,27.2,2.4,1.1,0.0
26,2,6,91.982,25.148,2.76,2.0,41.118
26,2,7,334.561,35.163,3.88,1.9,162.527
26,2,8,298.325,38.882,3.95,1.1,140.182
26,2,9,491.907,49.678,3.63,0.7,221.899
26,2,10,660.73,53.932,3.1,1.3,292.689
26,2,11,623.467,50.86,2.63,1.9,278.442
26,2,12,618.721,49.901,2.12,2.2,278.124
26,2,13,791.359,54.433,1.59,2.2,353.5
26,2,14,495.624,46.109,1.03,2.1,229.65
26,2,15,273.283,39.405,0.68,1.5,129.725
26,2,16,138.473,32.516,0.72,1.3,63.342
26,2,17,0.944,25.926,0.95,1.5,0.0
26,2,18,0.0,25.1,1.59,1.5,0.0
27,2,6,104.407,24.823,2.52,2.7,46.384
27,2,7,345.659,32.479,3.14,3.7,169.99
27,2,8,582.768,39.343,2.93,4.3,280.278
27,2,9,783.632,44.982,2.65,4.3,365.422
27,2,10,924.567,48.77,2.08,4.3,421.781
27,2,11,987.55,50.673,1.43,4.3,445.89
27,2,12,851.611,48.58,0.64,4.2,387.744
27,2,13,799.307,47.613,0.19,4.1,368.036
27,2,14,618.652,43.914,0.67,3.8,291.631
27,2,15,395.163,39.411,0.95,2.7,190.581
27,2,16,156.79,32.074,1.26,1.5,71.765
27,2,17,0.944,25.728,1.47,1.1,0.0
27,2,18,0.0,25.5,1.94,0.8,0.0
28,2,6,101.844,23.387,1.23,1.3,46.111
28,2,7,345.956,35.175,1.37,1.0,168.256
28,2,8,593.506,48.176,0.63,0.7,275.47
28,2,9,797.762,57.122,0.86,0.8,353.564
28,2,10,937.901,57.749,1.57,1.6,412.005
28,2,11,998.941,55.545,2.11,2.5,441.957
28,2,12,966.353,52.051,2.6,3.3,434.674
28,2,13,850.402,48.244,3.05,3.7,390.953
28,2,14,661.603,43.307,3.32,3.9,313.09
28,2,15,428.483,38.02,3.43,3.3,208.541
28,2,16,170.948,30.36,3.48,2.0,78.088
28,2,17,2.01,23.255,2.36,1.4,0.506
28,2,18,0.0,22.2,2.09,1.3,0.0
1,3,6,40.07,23.304,2.36,2.1,18.378
1,3,7,172.013,29.898,2.32,2.4,83.236
1,3,8,365.398,37.658,2.21,2.5,173.834
1,3,9,607.774,45.957,1.34,2.6,280.095
1,3,10,718.544,50.189,1.86,2.7,323.764
1,3,11,898.762,56.14,2.46,2.6,395.438
1,3,12,1019.459,60.58,2.77,2.4,442.426
1,3,13,690.074,52.216,2.87,2.3,310.121
1,3,14,93.314,35.823,2.82,2.2,42.104
1,3,15,50.31,33.312,2.72,1.7,22.614
1,3,16,113.128,33.674,2.47,1.0,51.23
1,3,17,0.0,0.0,1.4,1.0,0.0
1,3,18,0.0,26.9,0.75,1.6,0.0
2,3,6,7.566,22.293,1.96,2.5,3.213
2,3,7,23.696,25.766,2.19,2.9,10.667
2,3,8,44.642,29.081,2.07,2.8,20.12
2,3,9,99.164,32.538,1.45,2.7,45.168
2,3,10,148.772,35.088,0.43,2.8,67.786
2,3,11,190.127,36.905,0.59,2.9,86.657
2,3,12,130.338,35.637,1.0,3.0,58.846
2,3,13,129.247,35.066,1.25,3.1,58.783
2,3,14,458.695,41.179,1.54,3.4,216.082
2,3,15,390.895,38.468,2.06,3.3,188.936
2,3,16,64.464,29.294,2.53,2.7,29.87
2,3,17,0.0,0.0,2.06,2.4,0.0
2,3,18,0.0,25.1,2.63,2.5,0.0
3,3,6,114.96,26.603,2.33,1.3,51.217
3,3,7,374.979,35.805,2.21,2.1,182.499
3,3,8,627.36,43.327,1.74,2.6,297.733
3,3,9,594.364,43.149,2.17,2.9,276.726
3,3,10,961.981,51.91,2.91,3.2,433.536
3,3,11,1024.19,52.834,2.63,3.5,458.836
3,3,12,991.838,52.014,2.22,3.6,446.703
3,3,13,881.686,49.311,2.21,3.7,404.208
3,3,14,675.85,44.834,2.26,3.6,318.106
3,3,15,432.851,39.24,2.02,3.1,209.728
3,3,16,66.426,29.038,1.6,2.1,30.867
3,3,17,0.0,0.0,0.93,1.4,0.0
3,3,18,0.0,24.6,1.8,1.3,0.0
4,3,6,118.322,26.014,2.53,1.3,53.068
4,3,7,377.449,35.836,3.26,1.8,183.676
4,3,8,615.372,42.818,2.41,2.6,292.18
4,3,9,818.535,47.481,0.55,3.3,377.928
4,3,10,955.004,49.731,2.03,3.9,433.93
4,3,11,1003.22,50.01,3.4,4.4,453.926
4,3,12,974.398,49.046,4.03,4.7,443.494
4,3,13,864.578,46.866,4.28,4.7,399.556
4,3,14,664.358,42.701,4.39,4.6,314.841
4,3,15,435.918,37.927,4.41,3.9,212.167
4,3,16,179.504,30.551,4.27,2.6,81.716
4,3,17,0.0,0.0,3.0,1.8,0.0
4,3,18,0.0,22.3,2.65,1.8,0.0
5,3,6,153.168,22.717,2.29,3.1,67.057
5,3,7,425.924,33.883,3.27,2.8,209.883
5,3,8,680.317,43.867,2.97,2.7,322.867
5,3,9,881.012,50.786,1.9,2.7,402.063
5,3,10,1012.432,54.136,0.4,3.0,452.169
5,3,11,1070.119,54.898,0.88,3.4,475.269
5,3,12,1034.711,53.179,1.71,3.8,463.788
5,3,13,920.515,50.194,2.14,4.0,420.496
5,3,14,716.829,45.227,2.34,4.1,337.322
5,3,15,468.847,39.766,2.88,3.4,227.44
5,3,16,197.304,31.455,3.64,2.2,88.715
5,3,17,0.0,0.0,3.02,1.5,0.0
5,3,18,0.0,22.7,2.87,1.3,0.0
6,3,6,152.986,22.924,2.45,2.6,67.065
6,3,7,423.882,34.94,2.69,2.2,207.991
6,3,8,674.236,48.162,2.16,1.6,314.137
6,3,9,873.059,57.75,1.03,1.4,386.592
6,3,10,1005.276,59.434,1.32,2.0,438.71
6,3,11,1031.623,58.283,2.65,2.5,450.926
6,3,12,994.249,56.307,3.32,2.8,439.155
6,3,13,881.474,52.778,3.77,3.0,397.631
6,3,14,690.845,47.474,4.01,3.1,321.581
6,3,15,445.219,41.16,3.94,2.7,214.204
6,3,16,184.709,32.348,3.53,1.8,83.273
6,3,17,0.0,0.0,2.04,1.3,0.0
6,3,18,0.0,23.6,1.77,1.3,0.0
7,3,6,145.942,23.238,3.22,2.5,65.012
7,3,7,412.449,34.912,4.08,2.3,202.161
7,3,8,666.12,47.236,3.52,1.9,311.224
7,3,9,867.387,58.162,2.71,1.4,383.131
7,3,10,999.667,63.043,1.53,1.5,429.145
7,3,11,1061.641,63.224,0.24,1.9,454.215
7,3,12,1025.306,60.868,1.11,2.2,444.123
7,3,13,906.077,57.002,1.9,2.3,401.741
7,3,14,706.392,50.777,2.3,2.4,324.478
7,3,15,460.433,44.031,2.55,1.9,219.172
7,3,16,191.918,33.904,2.67,1.3,85.675
7,3,17,0.0,0.0,1.77,1.2,0.0
7,3,18,0.0,24.7,1.66,1.2,0.0
8,3,6,147.86,25.056,3.65,2.0,65.255
8,3,7,413.859,37.216,4.53,1.8,201.032
8,3,8,666.484,50.869,3.68,1.3,306.653
8,3,9,866.801,64.597,4.5,0.7,372.121
8,3,10,1001.446,71.098,3.0,0.7,414.487
8,3,11,1033.475,69.184,1.84,1.1,430.11
8,3,12,997.505,64.575,1.51,1.6,424.73
8,3,13,885.085,59.379,1.82,1.9,387.967
8,3,14,695.858,52.682,2.28,2.1,316.855
8,3,15,451.028,45.232,2.66,1.8,213.417
8,3,16,188.702,35.151,2.87,1.2,83.904
8,3,17,0.0,0.0,2.1,1.1,0.0
8,3,18,0.0,25.6,2.1,1.1,0.0
9,3,6,118.433,26.322,3.17,1.4,52.671
9,3,7,301.669,36.344,4.32,1.3,145.317
9,3,8,533.355,49.085,3.81,1.0,245.079
9,3,9,843.461,62.734,3.99,1.0,364.782
9,3,10,971.36,66.953,2.97,1.2,409.513
9,3,11,997.801,66.445,1.74,1.5,420.0
9,3,12,919.86,63.152,1.07,1.7,392.835
9,3,13,675.631,54.902,1.2,1.9,299.407
9,3,14,631.216,52.37,1.71,2.1,286.389
9,3,15,394.232,45.037,2.2,1.8,185.175
9,3,16,150.364,35.399,2.69,1.3,67.954
9,3,17,0.0,0.0,2.33,1.3,0.0
9,3,18,0.0,27.0,2.35,1.5,0.0
10,3,6,124.811,27.729,2.89,2.2,56.291
10,3,7,365.812,38.454,3.78,2.0,175.856
10,3,8,607.675,48.572,3.13,2.0,280.898
10,3,9,804.38,58.174,2.64,1.6,354.038
10,3,10,933.197,65.508,1.56,1.3,395.195
10,3,11,962.474,67.243,0.86,1.3,403.077
10,3,12,933.327,63.373,0.85,1.8,398.474
10,3,13,819.454,57.568,1.22,2.3,360.943
10,3,14,608.447,50.414,1.63,2.6,277.85
10,3,15,386.973,44.03,1.97,2.3,182.26
10,3,16,150.082,35.669,2.25,1.5,67.674
10,3,17,0.0,0.0,1.68,1.2,0.0
10,3,18,0.0,27.5,1.41,1.3,0.0
11,3,6,138.869,26.442,2.9,3.1,62.504
11,3,7,391.243,35.868,3.56,3.6,190.593
11,3,8,639.176,44.962,3.22,3.5,300.511
11,3,9,838.326,54.382,3.61,2.6,375.526
11,3,10,970.063,62.684,2.91,1.9,416.39
11,3,11,1008.069,66.57,1.27,1.6,423.936
11,3,12,969.788,66.479,0.71,1.5,408.838
11,3,13,854.878,62.223,2.03,1.6,369.509
11,3,14,652.978,55.037,2.8,1.7,293.318
11,3,15,419.869,47.643,3.03,1.4,195.699
11,3,16,170.118,37.095,2.96,1.1,75.658
11,3,17,0.0,0.0,2.0,1.1,0.0
11,3,18,0.0,27.5,1.8,1.2,0.0
12,3,6,148.756,27.594,1.64,2.4,66.074
12,3,7,401.483,39.17,1.58,2.0,193.238
12,3,8,645.941,51.62,1.3,1.5,295.502
12,3,9,842.763,62.864,1.02,1.1,363.883
12,3,10,972.055,68.067,1.48,1.2,407.336
12,3,11,1021.58,67.596,2.32,1.6,428.1
12,3,12,989.638,64.574,2.74,2.0,421.25
12,3,13,878.799,60.42,2.93,2.2,383.368
12,3,14,662.33,53.211,3.01,2.4,300.133
12,3,15,428.423,46.544,3.08,2.0,200.944
12,3,16,180.072,37.098,3.1,1.4,79.63
12,3,17,0.0,0.0,2.1,1.2,0.0
12,3,18,0.0,27.5,1.51,1.3,0.0
13,3,6,148.207,27.418,2.54,2.5,66.312
13,3,7,402.591,37.985,3.05,2.7,194.642
13,3,8,636.391,48.038,2.88,2.6,295.09
13,3,9,834.044,60.362,2.77,1.5,363.627
13,3,10,960.015,71.298,2.34,0.8,395.869
13,3,11,973.49,72.563,2.5,0.8,397.561
13,3,12,941.588,68.312,3.46,1.2,392.921
13,3,13,827.961,62.554,4.24,1.5,356.636
13,3,14,646.726,54.934,4.64,1.8,290.345
13,3,15,417.373,46.989,4.81,1.7,194.855
13,3,16,169.265,36.897,4.67,1.3,75.469
13,3,17,0.0,0.0,2.92,1.3,0.0
13,3,18,0.0,27.5,2.15,1.4,0.0
14,3,6,135.159,28.887,3.18,1.6,61.151
14,3,7,377.576,41.351,4.24,1.2,179.468
14,3,8,619.567,54.144,4.05,1.0,279.385
14,3,9,811.481,61.788,3.68,1.2,351.149
14,3,10,935.665,65.199,2.63,1.5,396.398
14,3,11,980.725,66.718,1.68,1.6,411.631
14,3,12,942.984,65.351,2.09,1.7,398.967
14,3,13,823.952,61.716,3.03,1.7,356.304
14,3,14,620.225,55.349,3.69,1.6,277.383
14,3,15,390.028,47.57,4.06,1.4,180.981
14,3,16,154.03,37.563,4.24,1.1,68.84
14,3,17,0.0,0.0,3.3,1.2,0.0
14,3,18,0.0,28.9,2.54,1.3,0.0
15,3,6,134.295,28.808,1.83,3.0,61.042
15,3,7,373.397,38.796,2.08,2.5,179.24
15,3,8,609.985,49.885,2.04,1.9,279.907
15,3,9,806.101,59.218,0.99,1.6,352.723
15,3,10,938.553,64.123,1.3,1.7,399.538
15,3,11,971.469,64.223,2.24,2.0,412.135
15,3,12,940.899,62.16,2.73,2.3,403.689
15,3,13,828.415,58.196,3.04,2.5,363.834
15,3,14,646.4,52.878,3.17,2.5,292.881
15,3,15,416.935,46.712,2.88,2.0,194.913
15,3,16,170.855,37.841,2.43,1.3,75.52
15,3,17,0.0,0.0,1.54,1.0,0.0
15,3,18,0.0,28.7,1.54,1.1,0.0
16,3,6,150.571,29.586,2.8,2.1,67.294
16,3,7,405.396,40.333,3.52,2.2,194.184
16,3,8,165.591,36.908,2.95,2.4,76.171
16,3,9,860.714,56.844,2.1,2.5,381.456
16,3,10,991.18,61.196,1.34,2.6,428.322
16,3,11,1021.097,62.93,0.96,2.6,436.627
16,3,12,986.542,62.473,1.17,2.6,423.576
16,3,13,873.779,59.469,1.67,2.6,382.46
16,3,14,657.131,53.351,2.16,2.6,297.306
16,3,15,118.675,38.618,2.4,2.2,54.099
16,3,16,170.423,37.781,2.35,1.5,75.496
16,3,17,0.0,0.0,1.84,1.2,0.0
16,3,18,0.0,28.9,2.29,1.3,0.0
17,3,6,148.591,30.743,2.47,0.8,66.461
17,3,7,396.477,41.613,3.21,1.6,188.645
17,3,8,633.744,50.606,2.64,2.0,290.375
17,3,9,830.05,56.558,1.16,2.3,367.703
17,3,10,953.816,59.118,1.46,2.7,415.322
17,3,11,968.083,58.104,2.2,3.2,421.775
17,3,12,928.727,55.739,2.7,3.7,409.537
17,3,13,812.551,52.092,3.33,4.0,365.975
17,3,14,618.88,46.985,3.77,4.2,286.649
17,3,15,399.555,41.538,3.67,4.1,190.234
17,3,16,165.395,35.214,3.23,3.2,74.512
17,3,17,0.0,0.0,2.36,2.4,0.0
17,3,18,0.0,28.4,1.61,2.2,0.0
18,3,6,155.071,29.072,2.49,2.7,70.296
18,3,7,404.806,39.502,3.62,2.4,194.391
18,3,8,646.897,51.359,2.8,1.7,295.492
18,3,9,844.307,62.901,1.41,1.1,363.791
18,3,10,967.538,67.501,1.1,1.2,405.89
18,3,11,967.835,65.21,2.24,1.6,408.389
18,3,12,932.092,62.019,3.15,2.0,399.761
18,3,13,816.912,57.39,4.09,2.3,359.509
18,3,14,633.208,51.33,4.87,2.5,288.145
18,3,15,405.562,44.238,4.59,2.6,190.93
18,3,16,167.819,36.486,3.75,2.0,75.404
18,3,17,0.0,0.0,3.01,1.4,0.0
18,3,18,0.0,28.4,2.05,1.4,0.0
19,3,6,161.67,28.136,1.47,3.7,73.377
19,3,7,411.596,36.795,2.29,4.0,199.966
19,3,8,656.369,46.321,2.73,3.2,306.219
19,3,9,854.161,57.478,3.4,2.0,376.879
19,3,10,985.982,67.24,3.51,1.3,414.005
19,3,11,1043.069,68.567,2.59,1.5,434.67
19,3,12,1006.808,64.089,1.56,2.1,429.011
19,3,13,888.576,58.541,1.14,2.6,390.439
19,3,14,673.873,51.883,1.75,2.8,306.943
19,3,15,436.893,45.142,2.16,2.7,205.828
19,3,16,183.259,36.7,2.29,1.9,81.249
19,3,17,0.0,0.0,1.88,1.3,0.0
19,3,18,0.0,27.5,2.26,1.4,0.0
20,3,6,179.646,26.853,2.8,3.1,80.739
20,3,7,447.803,37.476,3.29,3.1,217.834
20,3,8,681.896,47.781,4.34,2.7,316.695
20,3,9,882.549,59.234,4.72,1.8,386.696
20,3,10,1004.508,68.551,3.32,1.2,419.477
20,3,11,1049.025,70.1,1.06,1.3,433.92
20,3,12,1011.469,65.782,2.47,1.8,427.603
20,3,13,893.518,60.112,2.15,2.2,389.841
20,3,14,688.806,52.553,1.81,2.6,313.056
20,3,15,445.502,45.579,1.54,2.4,209.734
20,3,16,189.663,36.602,0.76,1.7,83.601
20,3,17,0.0,0.0,0.75,1.2,0.0
20,3,18,0.0,27.2,1.99,1.3,0.0
21,3,6,189.968,27.946,2.48,3.0,84.392
21,3,7,460.047,39.227,2.93,2.9,222.491
21,3,8,708.796,49.871,2.05,2.6,326.822
21,3,9,909.402,58.183,3.01,2.3,400.696
21,3,10,1029.016,61.723,3.49,2.5,443.477
21,3,11,1077.202,62.058,3.63,2.9,462.43
21,3,12,1036.53,60.293,3.76,3.2,449.436
21,3,13,920.588,57.032,3.7,3.4,407.457
21,3,14,709.663,51.585,3.48,3.5,324.28
21,3,15,467.782,46.016,3.56,2.9,220.255
21,3,16,202.069,37.204,3.81,1.9,88.089
21,3,17,0.0,0.0,2.84,1.4,0.0
21,3,18,0.0,26.9,2.58,1.4,0.0
22,3,6,193.662,29.622,2.59,2.3,85.473
22,3,7,457.234,41.515,3.3,2.3,219.046
22,3,8,698.301,50.59,2.67,2.8,320.817
22,3,9,891.076,56.355,2.03,3.1,395.644
22,3,10,1012.704,59.682,0.86,3.3,440.262
22,3,11,1032.567,60.19,1.11,3.5,446.311
22,3,12,993.262,59.422,2.07,3.6,431.672
22,3,13,872.424,56.596,2.67,3.7,386.247
22,3,14,684.206,52.083,2.93,3.7,311.621
22,3,15,443.894,46.458,3.26,3.3,208.155
22,3,16,191.26,38.595,3.53,2.1,83.294
22,3,17,0.0,0.0,2.68,1.3,0.0
22,3,18,0.0,29.1,2.32,1.3,0.0
23,3,6,182.734,31.346,1.48,2.0,80.952
23,3,7,439.726,44.054,1.3,1.6,208.068
23,3,8,680.762,57.925,0.61,1.1,302.654
23,3,9,869.435,69.077,0.62,0.8,364.471
23,3,10,993.681,71.286,1.15,1.2,409.771
23,3,11,1033.354,69.664,1.52,1.7,428.323
23,3,12,994.279,66.44,1.78,2.1,419.113
23,3,13,876.088,61.649,1.94,2.4,379.634
23,3,14,529.053,51.4,2.04,2.6,239.089
23,3,15,435.363,48.0,2.06,2.5,202.517
23,3,16,186.824,39.518,2.22,1.7,81.276
23,3,17,0.0,0.0,1.9,1.3,0.0
23,3,18,0.0,29.8,1.67,1.4,0.0
24,3,6,187.355,31.693,0.49,2.5,82.626
24,3,7,446.208,43.096,0.84,2.4,212.174
